------Generation 0------
Rule  1: 1265152811521, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 16: f3ac511355312, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: a5b91d1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 242381cde9511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b8f5211e13419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111182cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a3451dfde1557, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bcf1be1e1188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 666289ee8c816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 426cdee911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6ef51d8155155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541195c55112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b561d51153123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f9b98d1515551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 17b1185219c5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3121413d311dc, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 117183911311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000006005500, Class:  0, CF:  1, Len:  3, Fitness_tra: 100
Rule 33: 333535dc1512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2112211c21516, Class:  0, CF:0.493787, Len: 13, Fitness_tra: -4
Rule 35: b171111821551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1619111913972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11715d9c15119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 75a1131572881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2961a12111211, Class:  1, CF:0.996887, Len: 13, Fitness_tra: 59
Rule 40: 36672f6118c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b8f88353d342d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124c15e91528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12ac71219111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f121d5511d185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 45: 35735852898d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3a32dd3181181, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 47: b5f2112513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2222c19191112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 36f41a6d18116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11f5231998281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1415a1855113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 63a115d111d85, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 53: 000000e000080, Class:  1, CF:0.549762, Len:  2, Fitness_tra: 211
Rule 54: f9b231815513d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251bdf1822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a175511d252e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 657121e93e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 121dd1dd21221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21a1115915123, Class:  1, CF:0.776181, Len: 13, Fitness_tra: 8
Rule 60: 69b141a561214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bc2115925d325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 36fd23a512816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3921d21213d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a61111111511, Class:  0, CF:0.309933, Len: 13, Fitness_tra: -89
Rule 65: 427111178d1e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4718d19413de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b771c31195158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a13cc1118c2d6, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 69: 11712c3191181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6fa716192c283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112285993e521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4d125d1985211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a1b12c5519328, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 74: 7215185591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 16a8213e12211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4212131992221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31b8253915d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1141ce1ee38c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a1a2191952146, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 80: 7211139155811, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 81: a36811e3982d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1aa8133e91211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b443421115311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 116113351c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7212439e53122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: bb11251131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1811592511318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4213d211925d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f66531d185d51, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 90: 1176212d11952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 724112e56112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 74b5155855d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 61b5411361925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f1a9915115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1171231913d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f1781d1335122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42211112e211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7212331211d59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21f19a3d218d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 214f1b5861145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.8889
------Result------
Miss_rate(tra)	:73.8889
Miss_rate(tst)	:66.6667
ARL				:11.95

------Generation 3------
Rule  1: 1265152811521, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  2: 4b45111215d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21b3811111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 771951151d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 4c65255ed6141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7d3155d223586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2275135125338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1173128151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 611112e911311, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 10: bb15d19131152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1e13856369525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: a3f5921891d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 48b521a117966, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: fe4382312d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f132136112816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f3ac511355312, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: a5b91d1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 242381cde9511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b8f5211e13419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111182cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a3451dfde1557, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bcf1be1e1188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 666289ee8c816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 426cdee911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6ef51d8155155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541195c55112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b561d51153123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f9b98d1515551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 17b1185219c5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3121413d311dc, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 117183911311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000006005500, Class:  0, CF:  1, Len:  3, Fitness_tra: 100
Rule 33: 333535dc1512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2112211c21516, Class:  0, CF:0.493787, Len: 13, Fitness_tra: -4
Rule 35: b171111821551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1619111913972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11715d9c15119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 75a1131572881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2961a12111211, Class:  1, CF:0.996887, Len: 13, Fitness_tra: 59
Rule 40: 36672f6118c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b8f88353d342d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124c15e91528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12ac71219111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f121d5511d185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 45: 35735852898d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3a32dd3181181, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 47: b5f2112513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2222c19191112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 36f41a6d18116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11f5231998281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1415a1855113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 63a115d111d85, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 53: 000000e000080, Class:  1, CF:0.549762, Len:  2, Fitness_tra: 211
Rule 54: f9b231815513d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251bdf1822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a175511d252e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 657121e93e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 121dd1dd21221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21a1115915123, Class:  1, CF:0.776181, Len: 13, Fitness_tra: 8
Rule 60: 69b141a561214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bc2115925d325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 36fd23a512816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3921d21213d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a61111111511, Class:  0, CF:0.309933, Len: 13, Fitness_tra: -89
Rule 65: 427111178d1e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4718d19413de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b771c31195158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a13cc1118c2d6, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 69: 11712c3191181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6fa716192c283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112285993e521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4d125d1985211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a1b12c5519328, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 74: 7215185591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 16a8213e12211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4212131992221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31b8253915d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1141ce1ee38c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a1a2191952146, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 80: 7211139155811, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 81: a36811e3982d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1aa8133e91211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b443421115311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 116113351c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7212439e53122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: bb11251131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1811592511318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4213d211925d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f66531d185d51, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 90: 1176212d11952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 724112e56112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 74b5155855d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 61b5411361925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f1a9915115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1171231913d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f1781d1335122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42211112e211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7212331211d59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21f19a3d218d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 214f1b5861145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.8889
------Result------
Miss_rate(tra)	:73.8889
Miss_rate(tst)	:66.6667
ARL				:11.95

------Generation 4------
Rule  1: 1265152811521, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  2: 4b45111215d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21b3811111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 771951151d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 4c65255ed6141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7d3155d223586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2275135125338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1173128151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 611112e911311, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 10: bb15d19131152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1e13856369525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: a3f5921891d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 48b521a117966, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: fe4382312d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f132136112816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f3ac511355312, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: a5b91d1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 242381cde9511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b8f5211e13419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111182cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a3451dfde1557, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bcf1be1e1188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 666289ee8c816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 426cdee911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6ef51d8155155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541195c55112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b561d51153123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f9b98d1515551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 17b1185219c5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3121413d311dc, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 117183911311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000006005500, Class:  0, CF:  1, Len:  3, Fitness_tra: 100
Rule 33: 333535dc1512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2112211c21516, Class:  0, CF:0.493787, Len: 13, Fitness_tra: -4
Rule 35: b171111821551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1619111913972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11715d9c15119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 75a1131572881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2961a12111211, Class:  1, CF:0.996887, Len: 13, Fitness_tra: 59
Rule 40: 36672f6118c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b8f88353d342d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124c15e91528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12ac71219111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f121d5511d185, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 45: 35735852898d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3a32dd3181181, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 47: b5f2112513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2222c19191112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 36f41a6d18116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11f5231998281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1415a1855113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 63a115d111d85, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 53: 000000e000080, Class:  1, CF:0.549762, Len:  2, Fitness_tra: 211
Rule 54: f9b231815513d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251bdf1822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a175511d252e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 657121e93e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 121dd1dd21221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21a1115915123, Class:  1, CF:0.776181, Len: 13, Fitness_tra: 8
Rule 60: 69b141a561214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bc2115925d325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 36fd23a512816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3921d21213d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a61111111511, Class:  0, CF:0.309933, Len: 13, Fitness_tra: -89
Rule 65: 427111178d1e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4718d19413de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b771c31195158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a13cc1118c2d6, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 69: 11712c3191181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6fa716192c283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112285993e521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4d125d1985211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a1b12c5519328, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 74: 7215185591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 16a8213e12211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4212131992221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31b8253915d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1141ce1ee38c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a1a2191952146, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 80: 7211139155811, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 81: a36811e3982d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1aa8133e91211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b443421115311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 116113351c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7212439e53122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: bb11251131512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1811592511318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4213d211925d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f66531d185d51, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 90: 1176212d11952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 724112e56112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 74b5155855d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 61b5411361925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f1a9915115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1171231913d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f1781d1335122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42211112e211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7212331211d59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21f19a3d218d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 214f1b5861145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.8889
------Result------
Miss_rate(tra)	:73.8889
Miss_rate(tst)	:66.6667
ARL				:11.95

------Generation 5------
Rule  1: 1265152811521, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  2: 4b45111215d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21b3811111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 771951151d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 4c65255ed6141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 7d3155d223586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 2275135125338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1173128151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 611112e911311, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 10: bb15d19131152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1e13856369525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: a3f5921891d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 48b521a117966, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: fe4382312d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f132136112816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f3ac511355312, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: a5b91d1111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 242381cde9511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b8f5211e13419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111182cd515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a3451dfde1557, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bcf1be1e1188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 666289ee8c816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 426cdee911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6ef51d8155155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541195c55112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b561d51153123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f9b98d1515551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 17b1185219c5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3121413d311dc, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
